SongNumber,Title,ArtistID,Year, Hotness,Duration,Tempo,AlbumID
5725,Hey Joe,ARB1KC91187FB38B13,1993,-1,151.24853,110.076,692409
5726,Ai Ji Mei Gui 1000 Da,AR0QS8F1187B9ADC96,0,-1,299.44118,109.748,138052
5727,Nudez,ARFK45R1187B989AA7,0,0,298.84036,187.46,19893
5728,Lazy Day,ARJUNZD1187B9A5DAE,0,0,176.66567,124.893,611966
5729,My God  (Audio Adrenaline Album Version),ARGEZ5E1187FB56F38,1992,0,219.11465,101.241,153026
5730,Green And Blue,AR3Q86S1187B9ADDCF,1997,-1,294.39955,87.001,284329
5731,The Possibilities of Loving You,AR2J2WF1187FB46271,1991,0.233847005,216.37179,101.526,19604
5732,Antes (Salsa Version),AR0CZWN1187B9A47E2,2003,-1,271.25506,177.255,106274
5733,Puritania,ARLSF8H1187B9A76B0,2001,-1,186.56608,83.108,127775
5734,Sans ton amour,ARLPXQE1187B99066C,0,-1,181.10649,120.002,686089
5735,I Am The Curse (Duties Demo),ARD6S3O1187FB3F1F0,0,0,162.87302,135.386,802321
5736,Tropical Nights,ARBQ69D1187FB4D62D,0,-1,166.97424,161.387,175817
5737,Pound a Weed,AR78ZID1187B9B31ED,0,0.377531645,201.9522,175.628,218869
5738,baby Wayo,ARWFMDC122988EFD33,0,-1,235.28444,115.196,179245
5739,San Agustin,ARYLSGC11F43A69EF6,0,0.463489662,420.62322,200.039,533742
5740,Popovic,ARR6MOS1187B994C51,2006,0.555574792,306.18077,87.785,70133
5741,This World Is Not My Home,ARJQ5JM1187FB486C7,0,0,138.16118,116.521,594430
5742,"Boom-Shack-A-Lack (12 Mmix / Bonus Tra)""",ARB4ROA1187B9ACAEC,1998,0.274899515,326.00771,158.242,103148
5743,I've Got You Under My Skin,ARIK8T31187B9A4D4F,1960,0.565451012,159.16363,108.498,112652
5744,The Ram And The Scorpio,ARDUWD61187FB58F58,1977,0.319565987,355.21261,96.931,368613
5745,Tango de la Flor (Album Version),AR508LN1187B996F4E,0,-1,145.55383,148.105,155134
5746,Everybody's boppin',ARAG1DX1187B98BB10,0,0,366.0273,85.952,471174
5747,We Are One Light,ARFEV5S1187B99F2EA,0,0.334706549,295.10485,130.77,604089
5748,Ode To Billie Joe  (Live @ Fillmore West),ARLTWXK1187FB5A3F8,2007,-1,199.20934,108.162,116050
5749,I'm Only Out For One Thang (Explicit) (Feat. Flavor Flav),AROSI8L1187B9ACD43,0,0.372530039,130.7424,92.482,26210
5750,Michael & His Slipper Tree '93,AR7FDIB1187B99AC5F,0,-1,182.88281,119.394,666692
5751,Swan Lake,AREYIHC1187B99CE0B,0,-1,144.63955,86.28,118253
5752,LAIVAMATKA WC:SSֳ„,AR0A30G1187B9B183B,0,0.260338243,102.79138,141.358,32701
5753,I'm Not Afraid When I'm With You,ARHB1P81187FB40C39,0,-1,172.82567,80.129,823064
5754,Mighty Army Band,ARTF2KG1187B98DDD1,0,0.334898744,182.25587,100.022,262089
5755,Swinging On A Star,ARGSJXS1187B994788,1990,0.591291373,156.02893,108.103,671457
5756,You Got Me (The Juan Maclean Dub),AR5WPYF1187B9B40DA,2006,0.266955186,501.13261,125.999,23599
5757,Hey Joe,ARB1KC91187FB38B13,1993,-1,136.04526,124.648,409338
5758,Circle Round The Moon,ARTDUXM1187B9899ED,1990,-1,154.87955,130.975,91266
5759,A Fistful Of Dollars (1994 Digital Remaster),ARX14WH1187FB50649,0,-1,159.00689,144.474,156663
5760,Essa Marie,ARPOTDD124207839D1,0,0,121.10322,87.321,561763
5761,Playboy Foundation,ARHKEEI12802FDD97E,0,0,129.82812,77.081,743132
5762,Follow Me Up To Carlow,AR2XBPG1187B98FCBE,1973,0.536830581,139.72853,71.337,620988
5763,Lies,ARGFFA01187B9A2D11,2005,0.707655106,242.33751,119.981,45957
5764,In My Bed,ARWD25M1187FB4C563,2003,-1,274.99057,192.668,229064
5765,Boomerang (Reprise),ARB90161187B98CDFE,2002,0.579728749,193.72363,180.012,807251
5766,Hispaniola A,ARZ3BA51187B998A3E,0,-1,145.97179,135.397,813167
5767,Down On My Knees,ARN03F71187FB4E3F4,2006,-1,244.06159,118.509,185630
5768,The Imperial March from The Empire Strikes Back,AR039B11187B9B30D0,0,-1,184.45016,104.32,534680
5769,Mr Big Man,ARB4ROA1187B9ACAEC,0,0.255695041,215.14404,128.769,773765
5770,Morning Glow,ARXPPEY1187FB51DF4,1973,-1,217.96526,100.648,414918
5771,The Wedding Samba,ART9Z1P1187FB36C94,0,-1,174.86322,120.923,650836
5772,Supreme Girl,ARW2Y3Q1187FB38020,2006,-1,151.82322,157.751,472408
5773,Matilda Mother (Stereo) (2007 Remaster),ARD4C1I1187FB4B0C3,1967,-1,187.42812,54.398,456702
5774,Slavinka,ARW86ZJ11A348EFE7F,2002,-1,317.28281,125.026,405750
5775,Caro! (Colline/Rodolfo/Schaunard/Children/Townspeople/Musetta) (1998 Digital Remaster),AR5R7791187FB3A8C3,0,-1,34.55955,130.319,151297
5776,El Greco: Movement III,ARMPRI31187FB4F7D9,1998,0.427446571,408.00608,62.216,69294
5777,Youth Club Dance (Demo),ARHQYFB1187FB4AECF,0,-1,187.24526,202.179,581069
5778,Party,ARDQO721187FB3C6D9,2002,-1,252.23791,119.074,665297
5779,Baila Girl_ Todo Hombre Llorando Por Ti,ARBNXYA1187FB51C50,2003,0.301681757,181.34159,97.982,221256
5780,Little Latin Lupe Lu,ARGS67J1187FB3FC1A,1975,-1,130.0371,135.599,256904
5781,Rain Down On Me,AR1XE381187FB4C685,2001,-1,395.83302,134.115,304105
5782,You'll Know Where Your Plane Is... (Part 4),AR0B3RS1187FB48F5D,0,-1,110.86322,119.864,223589
5783,Pi Jiu Pao Pao (Beer Bubbles),AR9E43L1187FB566FA,0,-1,323.23873,96.004,549473
5784,Stinky Breath,ARGSAFR1269FB35070,0,-1,29.72689,83.226,685813
5785,African Typic Collection,AR41B9G1187B990D63,1989,-1,397.58322,125.241,255392
5786,Down the Line,AR57Z841187B9B7D7D,1979,0.392008771,219.402,138.039,529522
5787,La maison ou j'ai grandi,ARLPXQE1187B99066C,0,-1,208.79628,124.193,686089
5788,Tired Of You Clowning,ARFZNR41187B990AF7,0,0,192.02567,82.654,269850
5789,Anywhere Anytime,ARPHDQC11EBCD7802B,2008,-1,164.12689,167.905,597959
5790,Hallelujah [Club Mix - Remastered version],ARPATQ21187B9ACAFC,0,0.327736683,389.0673,196.096,806304
5791,No Te Apartes De Mi,ARNNHLN1187FB42912,0,0.513189736,245.34159,104,38873
5792,Corcovado,AR1RHCO1187B9AF0BF,1964,-1,201.42975,124.391,459993
5793,Red Socks Pugie,ARVXV1J1187FB5BF88,2008,0.728377177,315.27138,156.917,214092
5794,War Of The Worlds,ARMFXPI1187B99717E,0,-1,123.95057,129.418,375387
5795,Ain't No Sunshine,ARXPPEY1187FB51DF4,1972,-1,251.66322,152.448,50798
5796,I Want You (Album Version),ARVNGA71187FB3C107,2005,0.454192988,246.09914,119.06,19114
5797,Sarah Palin {I Wanna Lay Pipe} [Remix],ARA0YAE1187B9B1D16,0,-1,196.57098,130.119,665465
5798,Going Back To Memphis,AR5GLIU1187FB4638A,2001,-1,146.15465,143.031,477362
5799,Bumbo Red,ARNZPLV1187FB3DF5D,0,0,217.86077,97.997,345404
5800,Cleo's Mood,AR7PPJV1187FB397CC,2007,0.427446571,188.94322,58.135,656864
5801,Test 72,ARQ0BG21187B99ED8F,0,-1,475.74159,95.988,573951
5802,Deportees,ARILU7Z1187B999204,0,0,232.69832,83.942,505145
5803,Irish Medley - Jigs,AR8365R1187FB5997B,0,-1,177.47546,185.598,232116
5804,Why Should I Cry For You,ARY1P2B1187B9B78F5,2005,0,180.71465,80.008,154488
5805,Bang! Bang!,AR1K7TQ11C8A414EC8,2008,0.576860141,200.25424,140.119,344897
5806,It's Different - Original,ARVML4B1187FB52324,0,0,281.25995,169.714,467076
5807,Kickstart My Heart (Album Version),AR7GUNF1187B990CCF,2006,0.769201429,295.28771,89.485,128139
5808,You Beat The Hell Outta Me,AROW3XO1187B989E72,1977,-1,207.85587,174.628,341363
5809,Oye,ARQDYV0119B866800F,2005,0.435179324,263.47057,228.461,448373
5810,Parola di faliero,ARJ5BEW1187FB52361,0,0.266955186,75.93751,98.533,124304
5811,Climax,ARIQ7ZV1187B9916C6,0,0.215080319,521.9522,95.321,530245
5812,Menuet in the Name of Haydn,AR57WGF1187FB41F11,0,-1,155.19302,70.1,538259
5813,Las Hermanas Granaditas,ARIRAVN11F4C842412,0,-1,131.02975,108.787,517748
5814,Mikֳ₪ mun pֳ₪ֳ₪ssֳ₪ nykii,ARKPDBH1242077DEB1,0,-1,61.98812,148.57,695158
5815,Dans cette nuit j'ai envie de me perdre,ARVXRAV125FEF32482,0,-1,183.19628,160.343,477076
5816,I Applaud You  (LP Version),ARU4JBP1187B99263F,0,-1,197.98159,115.861,659425
5817,Can't Find My Sadie,ARYPRAG11F50C48C62,0,-1,159.18975,156.868,475792
5818,Sweet Little Sixteen,AR8JQ521187FB491AA,0,0,200.04526,180.733,505148
5819,Midnight,ARVAE6W1187FB3CAF3,0,0,239.41179,142.367,543005
5820,Dame Tu Carino,ARZCHLM1187FB495C3,0,-1,187.34975,144.722,264720
5821,Rain Keeps Falling Down,AR6Y8JF1187B9BA1D5,0,-1,197.51138,92.643,264430
5822,Behind The Line Of Grace,ARHNMEZ11F50C4706C,0,0,218.98404,123.586,244082
5823,Love Alone,ARLIUIR11F4C8434D8,0,0,247.7971,90,102413
5824,Cuenta Conmigo,AR67FTZ1187B9975EC,0,-1,259.86567,93.22,244177
5825,We Played A Game,ARSEUOO1187B999569,0,0.194758305,152.0322,105.169,223566
5826,Il rosso,ARULHJM1187B997004,0,-1,187.97669,103.995,554760
5827,Lonley,ARCRR5X1187FB3BD4A,0,-1,233.37751,97.001,147291
5828,Happy,ARZ1YNY1187B9B673A,0,0.435405367,231.36608,97.958,535120
5829,El Amor De Mi Vida,ARMTT971187B99386F,0,-1,213.65506,130.042,803088
5830,Parasitic Twins,ARMAC4T1187FB3FA4C,2010,0.672836061,281.23383,120.085,775078
5831,Concerto in C major_ BWV 594 (after Vivaldi Op.7 No.5) (2007 Digital Remaster): I. 1st Movement,ARN8NCB1187FB49652,0,-1,394.23955,106.479,72043
5832,Te Fuiste En Abril,AR3UYDN1187B99DCA3,0,0.371880849,134.3473,103.755,509390
5833,Dream State,ARIF3EV1187B9B8522,0,0.270775999,266.9971,126.649,323477
5834,It Ain't A Problem,ARNAIMI1187FB5733C,0,-1,227.57832,95.585,67520
5835,Yellow Brick Road,ARN2C4X1187B9B363C,1994,0.502449624,137.9522,156.804,246583
5836,Albo,ARVUQIC1187B9A7C66,2007,0.386477291,280.2673,93.037,122919
5837,Where Does Rosie Go?,ARO4WQR1187B9B9825,2003,-1,135.36608,154.783,777599
5838,Ihr hated nur (P-Dog Remix),ARYKXSD1187B9A4DAD,0,-1,263.33995,91.767,57102
5839,Fuckaz,AR040M31187B98CA41,2008,0.586776932,327.99302,96.02,266849
5840,Kyotronics,ARCBDKH11F4C8477E9,0,-1,257.09669,129.977,473832
5841,Y'a d'l'abus,ARKIQSL1241B9C90C8,0,-1,209.26649,156.371,779324
5842,Rock Tha Party,AR36F9J1187FB406F1,2004,0.379523324,212.71465,109.984,199593
5843,A Puro Dolor,ARD4NPT1187FB36EE9,0,0,224.93995,129.988,602481
5844,Castle of KoFW,AR1XR3N1187FB372C5,2006,-1,218.74893,158.913,807470
5845,The Phantom Of The Opera/Wishing You Were Somehow Here Again,ARDR4AC1187FB371A1,1994,-1,198.13832,71.285,299730
5846,Vine Pa'echar Candela,ARZCHLM1187FB495C3,0,-1,348.76036,129.151,264720
5847,Peace With Myself,ARXJSHW1187B9A2A52,0,0.503381236,249.44281,93.975,602410
5848,When Love Dies,ARKETDZ1187B9B2566,1991,-1,190.04036,82.286,356768
5849,Politrix,ARVUN5F1187FB4CCC7,2006,0.215080319,213.10649,98.028,465292
5850,Soca Mi Nice,AR1N6N61187FB4E25E,0,0,235.49342,129.871,240566
5851,Never Know What You Can Do (Give It A Try) - Original,ARVML4B1187FB52324,0,0.375984302,228.49261,151.064,467076
5852,Poema do semba,ARZEHMQ1187B9950C0,0,-1,337.08363,218.093,754269
5853,Everything I Do from Robin Hood,AR039B11187B9B30D0,0,-1,268.90404,138.63,287798
5854,Carol Of The Bells (Instramental Featuring The Budapest Pops Orchestra),ARC28SN1187B989049,0,0,113.42322,184.529,257781
5855,Train Buffer,AR6F6I21187FB5A3AA,2002,-1,243.56526,102.429,808040
5856,Going Under,ARYML1P1187B9AF39B,1981,0.563755208,205.50485,94.48,28252
5857,Skit,AR8B1WY1187FB38366,1997,0,19.12118,45.554,309106
5858,Shadows,ARYGXKQ11E2835CE3B,0,0.38293509,235.04934,167.873,724918
5859,Tables Turn,ARX2R5A1187FB5B85B,0,0.265861049,243.01669,88.008,600381
5860,Heal (The Separation) [PM Dawn Alt. Lead Mix],ARK8EHO1187B9B71D1,1996,0,280.31955,109.96,356456
5861,La petite boite en fer,AROJVWY1187B9A826C,0,0,217.62567,63.154,409210
5862,Rock The House (Explicit),ARAXU5Z1187B98FECD,2001,0.813305209,249.93914,171.918,585
5863,Carol of the Bells (Album Version),AR1W3MA1187B99E6D8,0,0.405115722,240.53506,95.995,5395
5864,The Invasion (Aka Black Wa Da Da),ARJ2PMY1187FB5B563,0,0.607036691,334.31465,146.392,63
5865,Jesus_ Lover Of My Soul (Bonus Stereo Trax),ARUFCZ41187B9A868E,0,0,253.41342,114.303,516287
5866,Motivator,ARE0X5X1187B993A86,2003,0.503381236,301.73995,141.002,369226
5867,IV,ARWR6RK1187FB3AB52,2002,0.512253654,147.64363,97.169,271741
5868,East West,ARWXHRS1241B9C7A1E,0,-1,342.20363,134.132,683398
5869,Gallows (Album Version),ARMOHN71187FB3959F,2009,-1,208.66567,138.536,626340
5870,Ay Nare Nare,ARRXNGN124207835CB,0,0,381.70077,120.093,210310
5871,Breath Of Fresh Air,ARN5W1B1187B98BE10,2002,0.565451012,225.77587,83.831,146292
5872,You Know How I Do [Live From Bamboozle],ARG9CID1187B9AB010,0,0.360370583,227.57832,165.145,619220
5873,La chanson des genֳ×ts,ARGKPBC1187B9ADF8E,0,0,183.43138,124.113,749864
5874,Destiny,ARCNOK81187B98CA3F,1997,-1,239.0722,134.941,112198
5875,La Nuit,ARVSEMH12086C145AA,0,-1,188.21179,116.975,538816
5876,Io Vivo,AR49NV71187FB57689,0,-1,246.54322,100.071,522267
5877,Cafֳ© Sarajevo,AR1KMPF1187B99AA98,0,-1,190.85016,109.318,583352
5878,She Left Me A Mule ,ARWEM1D1187FB4077B,1999,0.334706549,212.63628,87.669,389871
5879,Fanfara,ARY6TWP1187FB58A0D,0,-1,228.98893,85.33,732196
5880,To Go Home,AR6CLFP1187B9ACB94,1982,0.552705114,270.78485,131.011,93095
5881,Get 'em,ARXWAQQ1187B9AE954,0,0.536032112,204.19873,231.264,68737
5882,High Horse,ARWUK9L11C8A42C37B,2007,0.265861049,251.402,85.209,470948
5883,Calm Down Dad,ARWSMC91187B9AD369,0,0.377531645,143.15057,205.016,785026
5884,Dragonfly,ARQQZEQ1187FB3EAC0,0,0.219906685,192.10404,123.36,697292
5885,Romanza,ARJNUTI12802FDFB5A,0,0,267.7024,81.974,800656
5886,Tu Vuo_ Fa_ L_ Americano,AR7LIU31187B98EF11,0,0.253834736,278.33424,95.508,238650
5887,September Song,ARBE5BJ1187B98BCFD,1997,-1,218.48771,67.452,234073
5888,Tu Quieres Volver,AR2UQQ51187B9AC816,1987,0.778820809,194.87302,165.006,283353
5889,Intro/Whatcha Gonna Do about It,ARPISA41187FB3DE42,0,0.242569814,288.02567,93.716,614711
5890,Stop That Thing,ARE2QID1187B98FA19,1935,-1,163.91791,96.982,176847
5891,Duh Duh Da,ARGJBTS1187FB4273A,0,0.208472237,201.82159,125.013,107873
5892,Drumroll (We're All Thirsty),ARXB4TY1187FB5AA25,0,-1,156.83873,108.279,405899
5893,Intro,ARKN9J11187B9B210D,1998,0.386477291,64.70485,81.229,47388
5894,Bodyfly (Dynamix original version),ARQQ2VE1187B991D97,0,-1,451.02975,85.326,246144
5895,Brampton To Roadhead,AR3GCDF1187B99DC06,0,-1,242.93832,95.035,443003
5896,Bigbigkiss,ARWSMC91187B9AD369,2000,-1,213.39383,162.101,601523
5897,Cable,ARGTDDO1187FB55687,0,0.193927764,199.00036,126.999,227138
5898,Walking To Jerusalem,AR3AY3R1187FB52CF0,1996,-1,209.08363,116.625,57315
5899,Q1.1 Edit,AR2CM6U1187B999EB7,1995,0.499752328,62.92853,160.546,134790
5900,Youre nobody till somebody loves you,ARKWXDA11F4C83B665,0,-1,79.64689,124.906,341152
5901,She Don't Belong To You,ARDP3WW1187FB3D28C,1998,0.334706549,224.65261,105.21,597335
5902,Here You Come Again (LP Version),AR6TKMQ1187B9ACEDA,0,0,170.44853,106.687,762241
5903,Blowin' In the Wind,ARAG1DX1187B98BB10,2009,0.22154866,307.80036,68.479,638138
5904,Let It All Go,ARZ2DHF1187FB3F2EA,0,0.43483809,175.5424,181.03,816732
5905,Hummingbird,ARNPPTH1187B9AD429,1988,0.563755208,322.97751,139.015,47590
5906,Departure / End Title (Love Theme From Night Of Dark Shadows),ARPNJUD122BCFCB9B4,0,-1,115.43465,61.349,43305
5907,Brother Can You Spare A Dime (Album Version),AR3GYKU1187B996AB9,0,-1,325.35465,74.045,203366
5908,This Is For My Bitches,ART62WC1187FB47E80,2009,0.445699275,224.31302,121.978,407866
5909,The Sound Of Music - [High Wycombe Town Hall Live 13 July 1979] (Sound Check),ARKZXSQ1187B9AC9F3,0,0.400039657,245.34159,117.339,343322
5910,"Pete's Crusade (12 Version) (2006 Digital Remaster)""",ARDMPZU1187B99A472,0,-1,251.92444,120.878,33907
5911,Canon In D Major (J. Pachelbel),ARY1P2B1187B9B78F5,0,0,192.41751,126.273,172858
5912,Friends Of All Races,ARKQADX1269FCD155B,0,-1,283.74159,96.591,662316
5913,"non-existent track (part one: why don't you fuckin' remember anything ?"")""",ARA8X3M1187B9A13CA,2001,-1,244.32281,192.063,517480
5914,Love Shines Through  (Dream Album Version),ARHTRR71187B98F305,0,0,232.22812,120.028,64463
5915,Suck My Blood,AREBWEH1187B99EA9A,2009,0.564258739,266.89261,149.069,411450
5916,Jane 5,ARSQDUN1187B98D7D7,1997,0.492398353,161.35791,86.819,311061
5917,White Jetta,ARRJNTE1187FB44E12,2009,0.705629189,197.25016,180.094,416628
5918,Need To Shout,ARIW1BH1187FB4C94A,2005,0.760299383,249.28608,139.999,776959
5919,Fall Line,ARC8CQZ1187B98DECA,2003,-1,136.30649,150.519,295785
5920,Sista,ARW9SN11187FB52D0D,2001,0.427446571,231.33995,159.975,15590
5921,Own Me,ARCRSUM1187FB52AB0,2004,0.215080319,284.682,153.667,489422
5922,Someday (I Will Understand),AR03BDP1187FB5B324,2005,-1,1.04444,0,307443
5923,Me vuelves loco,ARB6B5K1187FB36017,0,0,190.22322,161.486,765830
5924,Morghe Eshgh,ARMTTWG11F4C83E6AE,0,0.299877488,224.02567,85.56,561867
5925,Don't It (make Your Troubles Seem Small) (Album Version),ARQXR6R1187FB46FD6,1986,0.372530039,168.93342,195.005,38768
5926,Das ist mein Viertel,ARI6CSW1187B9AF09A,0,0.270775999,236.14649,94.998,402946
5927,The Other Side Of That Hill,AR2G8UI1187FB3F33C,0,-1,329.24689,151.676,601433
5928,Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],ARSX6IX1187B9B640C,0,0.373820276,241.60608,160.68,592093
5929,Elementro,ARIMW0M1187B99EC59,2003,0,405.41995,92.699,121347
5930,Kangaroo Blues,ARKEFM61187B9A8202,0,-1,173.24363,95.278,478734
5931,Tem Do de Mim (Live At El Matador_ San Francisco),ARODFDS1187FB57348,0,0,161.59302,179.609,53753
5932,Arise_ My Love (Song Of Solomon),ARHO1WI1187B98CB84,0,0.334706549,208.50893,93.542,64552
5933,Salvation,ARNFLMN1187FB50BB3,2004,0.495453137,160.31302,120.091,693934
5934,In Fate's Hands (Album Version),AR4YKRO1187B9B7829,2006,0.604088178,208.79628,199.004,300910
5935,Shame,ARJD6I01187FB50347,2007,0.478726288,205.45261,143.864,280401
5936,Listen,ARIOTFR1187B98F316,0,-1,236.5122,91.16,378580
5937,Till There Was You (John Creamer & Stephane K Remix),AR6U7461187FB59499,2005,0.541381381,608.23465,127.996,41517
5938,Two Guitars Shuffle (take 1),ARRR4Y81187FB524CE,0,0.464335377,351.73832,124.471,324747
5939,I Love No One But You,AR7CCCC1187FB578FF,1991,0,169.63873,123.531,609846
5940,What If I Forget The Champagne,ARHZCG01187B99E4DE,1998,0.372530039,312.76363,123.352,283341
5941,A histֳ³ria do incֳ×ndio do jequitibֳ¡ de Carangola (Part 1),AR1PQYO1187B98BEC9,0,-1,143.67302,128.636,702269
5942,Meteor Of War (Album Version),ARF84A41187B9A34E7,0,-1,81.10975,168.752,204294
5943,Nobody In Mind,AR08YJF1187B9B2D59,0,-1,171.65016,84.737,315574
5944,Your Love (Got a Hold of Me) instrumental,ARB78VW1187B98F81C,0,-1,252.3424,179.888,765935
5945,Kaloobafak [I'm Confessin' (That I Love You)] (LP Version),AR3GYKU1187B996AB9,0,-1,235.31057,63.993,460926
5946,Wo You Jin Ri,ARZCXO91187FB53708,0,-1,298.10893,120.016,162629
5947,All Is One,AR4MCB01187B98BF5C,1998,-1,433.94567,89.385,553001
5948,Run A Mile,AR12EOE1187FB3AE26,2006,0.569178686,399.82975,140.077,759814
5949,Cranford: Deborah's Vigil,ARV5O111187B9A3F3A,0,-1,167.20934,80.959,737179
5950,Dragonfly,AR1GYND1187B9A9CD3,1998,0.340922756,140.06812,205.553,558289
5951,4tx.31b,ARWAPYC1187FB3FCAF,1993,-1,274.54649,154.01,331533
5952,Oh No,AR6CLFP1187B9ACB94,1984,0.511424326,237.68771,105.641,93089
5953,32 Lines (Album Version),ARNF6401187FB57032,1999,-1,302.86322,129.316,38722
5954,Levallois Monte Carlo,ARMQUXW12509412F2F,0,-1,155.58485,90.278,52355
5955,Question Authority,ARNFTGS1187B9A465F,1982,0.665544602,122.64444,173.669,609161
5956,Loup Garou,ARM3QKQ1187FB421E0,1996,0.212045405,291.91791,103.258,136291
5957,The Taking Of Angelique,ARPNJUD122BCFCB9B4,0,-1,67.05587,110.933,43305
5958,So Many Reasons,ARDFZE61187FB45994,2004,-1,168.77669,92.76,13664
5959,Anyone Who Had A Heart,AR9ST641187B99B4DE,2003,-1,200.12363,118.596,190923
5960,Xin Bu Liao Qing,ARAMB6Q1187B99DE68,0,-1,232.48934,99.977,327605
5961,Fortunate Fool,ARC8CQZ1187B98DECA,2000,0.824206502,228.70159,128.684,14580
5962,Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge),AR3FE581187FB3F90A,2003,0.541105827,246.33424,96.708,6839
5963,I'll Be Glad,ARJIWJH1187FB3F6B9,2005,0.334706549,335.69914,100.173,226854
5964,Wings Off Flies (2009 Digital Remaster),ARODBRG1187FB3FD99,0,-1,246.46485,103.145,413215
5965,Nothing Matters Anymore,ARK3PWH1187B9A441D,2009,-1,252.21179,164.963,537392
5966,Working On The Highway,AR91C8S1187B990901,1984,0.751580891,191.99955,183.709,290204
5967,The Pig,ARK3PWH1187B9A441D,2008,-1,197.79873,110.235,234928
5968,Gaya's Dream,ARKAL321187B9AD4BE,0,-1,363.31057,87.797,366840
5969,Maracaia,ARAENPX1187B990DDA,2006,0.401095297,242.1024,180.06,55800
5970,Chu Hsin,ARCEOW71187B9A5A71,0,-1,241.81506,121.993,156902
5971,Sommarens sista mֳ¥s,ARTOTKA11E2835EA81,2002,-1,198.24281,144.082,39801
5972,Ya Basta,ARQHLIO1187B98AA6A,0,0,193.802,104.387,508143
5973,DEU470956112,AR223M11187B9ADDD6,0,0.273285955,129.67138,140.73,663092
5974,Wang Wang Blues,ARVQ4QM1187B98AD95,0,0.507346897,126.95465,95.95,199854
5975,Radio Jay,AROIHOI122988FEB8E,0,-1,361.82159,100.091,281944
5976,There Are More Questions Than Answers,AREZWC61187FB52DCF,1972,-1,167.26159,163.257,420937
5977,Suba,AR0LVFQ1187B9A84E0,0,0.253834736,256.20853,196.004,150501
5978,Lebaran,ARSENJW1187B9B053E,0,0,288.86159,147.991,662464
5979,Siri,ARDYMTV122ECCBC383,0,0,301.66159,97.817,364318
5980,Trois Noֳ«ls quֳ©bֳ¨cois (trad): Gabriel,AR23EC41187FB4805D,0,-1,125.3873,101.672,155541
5981,Cell (Album),ARMPRI31187FB4F7D9,0,0.705629189,293.72036,138.045,485716
5982,Love Is All Around,AR35YUO1187B9AD83E,1994,-1,246.38649,84.084,26752
5983,Through the Looking Glass (jazz),ARYZV2X1187B997BE7,2006,-1,261.0673,109.997,531919
5984,General Chariot Corp. (LP Version),ARJDWEA1187B9B676F,0,0,326.29506,78.785,176473
5985,Ormhֳ₪xan,ARB5TJM1187B9A71FD,2007,0.619267702,278.93506,180.06,335541
5986,She Don't Move Me No More,AR4GAFY1187B9B639D,1995,0.394394856,186.40934,52.932,746685
5987,Wish (Album Version),ARFAX4X1187B9A89CB,2001,-1,263.96689,151.508,8761
5988,Markus sֳ¥ng,AR1SQSG1187B9AC782,0,0.47643522,215.562,121.6,299930
5989,Alma Mater,AR4C6V01187FB3BAF4,1995,-1,318.9024,117.593,735440
5990,Beauty And The Beast,AR74Q3R1187B9B24C3,1997,-1,382.58893,78.959,351426
5991,Police Story,ARQ76LG1187B9ACD84,1981,0.678633789,92.36853,114.378,150242
5992,Knock Knock,ARS6HDE1187B99CA29,0,0,231.1571,161.063,603776
5993,The Lonesome Boatman,ARFWZZD1187FB561F9,0,-1,234.50077,117.85,611707
5994,Never Alone,ARU230L1187FB4642F,1978,0.265861049,468.00934,129.761,688795
5995,Washes Over Me,AR4AEIP1187FB4030A,0,0.212045405,422.24281,123.984,563689
5996,Junior Crehan's Favourite - Corney Is Coming,AR2XBPG1187B98FCBE,1973,0.478276995,156.18567,202.789,620988
5997,Dope Nose,AR633SY1187B9AC3B9,2002,0.81722756,137.37751,127.407,143091
5998,Bob Your Head,ARX9YIP1187B98A656,1990,0.413739836,227.5522,64.101,597033
5999,Love Lifted Me,ARHT0B11187B993CB3,0,0,141.68771,115.591,570903
6000,It Could All Get Blown Away,AR76DOS1187FB5AE78,1992,0.730674068,283.03628,94.543,443433
6001,Make it up,AR52QY11187B99FC59,2005,0,264.14975,95.37,714174
6002,Le Roi A Fait Battre Tambour,ARYDFJA1241B9CBFF2,0,-1,143.43791,73.716,368964
6003,Luo Cuo Che,ARG1UAO1187FB55E50,0,-1,295.57506,87.099,43089
6004,Jag Vet En Dejlig Rosa,ARWXHRS1241B9C7A1E,0,-1,175.90812,98.241,682795
6005,Hannikaisen baari,ARVSB691187FB3C711,0,0.547952942,282.64444,133.088,642654
6006,Sloppy (I Saw My Baby Gettin'),ARYML1P1187B9AF39B,1978,0.614576982,159.89506,88.841,28253
6007,Reminissin',ARGF5QG1187B9AC84F,0,0.582344286,363.38893,140.022,817542
6008,Caseta del Plater,ARZISVS11F4C841860,0,-1,340.53179,125.262,483106
6009,Cajun Honey (Cajun Lovin' Style),AR7EF9H1187FB4D8A3,0,-1,103.44444,155.254,440148
6010,Play The Part,ARN5L1O1187FB4D955,2010,0.650315076,158.95465,97.497,810542
6011,Many Are We,AR7U5BZ1187B997FFC,2006,0.564513412,292.41424,110.044,578527
6012,2 People,AR7074B1187FB4C39B,0,-1,217.62567,170.373,580757
6013,Fading Lady Light,AR1WC0X1187B991056,0,0.285429882,220.52526,122.348,668390
